time,weathercode (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
10/7/2020,1,27.6,16.2,23.1,28.7,15.9,23.7,0,0,0,0,8.4,24.1,119,19.17,4.02
10/8/2020,0,29.7,14.5,22.9,30.4,14.2,22.9,0,0,0,0,7.3,22.7,313,23.09,4.83
10/9/2020,1,31.9,13.6,23.7,31.8,12.4,22.9,0,0,0,0,9,23.4,270,23.31,5.19
10/10/2020,1,34.2,15,25.3,34.2,13.2,24.3,0,0,0,0,7.5,19.8,208,23.22,5.43
10/11/2020,1,33.1,14.5,25.3,32.7,12.8,24.4,0,0,0,0,9.3,25.9,158,23.01,5.39
10/12/2020,1,31.8,18.7,25.8,32.8,18.2,26.4,0,0,0,0,11.1,28.8,121,22.42,5.06
10/13/2020,1,29.6,19.5,25.2,31.2,20.7,26.8,0,0,0,0,11.5,31,105,20.27,4.52
10/14/2020,2,30.8,18.1,24.9,34.3,19.8,27.5,0,0,0,0,8.5,23.8,130,20.88,4.42
10/15/2020,1,34.6,19.4,26.9,35.7,19.6,27.8,0,0,0,0,10.3,19.8,116,21.52,4.86
10/16/2020,3,24.9,17.1,21.8,26.1,17.5,21.8,0,0,0,0,14.5,32.8,10,12.06,2.94
10/17/2020,0,27,15.5,20.9,28.5,15.8,21.7,0,0,0,0,11.1,28.8,106,20.55,4.1
10/18/2020,0,31.5,18,24.5,33.4,18.9,25.7,0,0,0,0,10.2,25.2,126,21.23,4.69
10/19/2020,0,30.4,19,24.6,31.9,20.2,26,0,0,0,0,10.7,28.1,120,21.27,4.58
10/20/2020,1,29.7,20,24.5,31.6,22.2,26.2,0,0,0,0,15.5,37.8,115,19.77,4.41
10/21/2020,3,28,19.5,23.4,29.1,22.1,25.2,0,0,0,0,14.6,37.8,105,17.78,3.81
10/22/2020,2,29.6,19.1,23.8,31.7,21.8,26,0,0,0,0,11,28.4,110,19.38,4.1
10/23/2020,0,32.2,19.4,25.4,34.3,21.3,27.1,0,0,0,0,11.5,26.3,106,20.2,4.56
10/24/2020,51,24.2,18.4,20.9,24.7,19.5,22.2,0.7,0.7,0,2,10.8,27,81,13.77,2.7
10/25/2020,1,30.6,17.9,23.9,33,19,25.6,0,0,0,0,11.2,29.2,114,18.89,4.17
10/26/2020,2,29.3,19.6,24.2,32.1,20.9,26,0,0,0,0,12.6,35.6,97,19.12,4.09
10/27/2020,53,21.2,13.2,16.6,23.4,12.8,17.1,6.4,6.4,0,20,10.6,31.7,56,10.97,1.76
10/28/2020,51,20.4,9,14.1,20.3,6.8,12.8,0.1,0.1,0,1,14,28.8,14,18.33,3.05
10/29/2020,1,23.8,12.1,17.7,21.5,10.7,15.8,0,0,0,0,13.6,32.8,340,20.19,4.09
10/30/2020,0,20.7,12.6,16.2,19.9,10.8,14.8,0,0,0,0,10.9,24.5,84,19.89,3.53
10/31/2020,0,23.8,12.6,17.9,23.2,11,16.8,0,0,0,0,10.1,25.6,87,19.85,3.76
11/1/2020,1,24.9,15.2,20,24.4,13.7,19.3,0,0,0,0,11.7,29.2,67,19.58,3.84
11/2/2020,3,23,14.5,18.2,22.4,13.7,17.4,0,0,0,0,14.1,34.6,90,19.04,3.68
11/3/2020,1,22.8,12.7,17.1,21.7,12,16,0,0,0,0,15.6,37.8,97,19.38,3.67
11/4/2020,1,24.2,13.1,18.1,23.4,12.5,17.3,0,0,0,0,14.3,35.3,94,19.34,3.77
11/5/2020,1,24.8,14.3,19.2,24.4,13.6,18.7,0,0,0,0,12.6,31.3,103,18.54,3.66
11/6/2020,0,24.6,14.8,19.2,24.1,14.5,18.9,0,0,0,0,13.5,33.8,103,18.69,3.65
11/7/2020,0,25,14.7,19.2,24.4,14.8,18.7,0,0,0,0,14.8,36.4,102,18.55,3.78
11/8/2020,0,26.7,15.3,20.3,27,14.7,20.3,0,0,0,0,12.3,30.6,102,18.24,3.72
11/9/2020,51,28.1,16.7,21.9,29.2,17.1,22.7,0.1,0.1,0,1,10.8,27.4,113,17.29,3.6
11/10/2020,1,29.9,19.1,23.9,29.8,19.3,24.3,0,0,0,0,13.8,33.1,37,17.57,4.11
11/11/2020,3,25.1,18,21.5,26.1,19.4,23.1,0,0,0,0,10.7,28.4,82,11.83,2.38
11/12/2020,2,26.2,18.3,21.8,27.4,20,23.5,0,0,0,0,12.7,32,90,14.53,2.82
11/13/2020,51,26.4,18.1,21.5,27.4,19.9,22.9,0.6,0.6,0,4,15.2,36.7,96,13.33,2.73
11/14/2020,51,29.1,17.9,22.6,31.3,19.5,24.6,0.3,0.3,0,2,9.1,22.3,88,16.52,3.25
11/15/2020,2,26,18.4,22.1,26.3,17.7,21.8,0,0,0,0,15,32.8,353,13.42,3.22
11/16/2020,2,22.5,15.8,18.8,21.2,13.6,17.5,0,0,0,0,13,29.9,91,14.99,3.04
11/17/2020,51,21.4,15.5,18.2,21.1,16,18.4,1.1,1.1,0,6,14.2,32,93,9.87,1.88
11/18/2020,2,22,14.1,17.5,20.8,14.1,17,0,0,0,0,15.7,36.7,104,15.11,2.76
11/19/2020,2,23.8,14.6,18.5,23.6,14.4,18.3,0,0,0,0,14,33.8,104,15.82,3.01
11/20/2020,1,24.1,14.7,18.8,24.1,15,18.9,0,0,0,0,13.1,33.5,100,16.77,3.15
11/21/2020,51,24.1,16.5,19.6,24.2,16.6,20.3,0.2,0.2,0,2,15.8,37.1,106,12.41,2.41
11/22/2020,51,23.3,17.2,19.7,24.2,18.9,21.1,0.9,0.9,0,6,12.4,28.4,93,9.42,1.86
11/23/2020,51,23.4,16.1,19.4,22.4,15.8,19.4,0.3,0.3,0,2,17.9,43.6,108,14.75,2.92
11/24/2020,51,29.3,15.2,21.6,29.9,14.7,22,0.1,0.1,0,1,9.8,26.3,140,16.65,3.54
11/25/2020,1,26.1,16.8,21.3,23.6,14.7,19.3,0,0,0,0,16.1,36.7,328,15.17,3.86
11/26/2020,1,26.5,18.1,21.9,26.5,17.3,21.9,0,0,0,0,7.2,21.6,81,14.9,3.01
11/27/2020,0,28.5,19.3,23.4,28.9,19.6,24.3,0,0,0,0,8.9,23.4,28,15.3,3.22
11/28/2020,53,23.2,16.1,20.1,24.9,16.5,21.6,3.9,3.9,0,14,11.3,25.6,359,5.88,1.25
11/29/2020,53,20.3,14.5,16.8,20,12.7,16.2,1.3,1.3,0,4,9.7,20.5,1,9.11,1.84
11/30/2020,2,13.4,9.2,11.4,11.7,6,8.7,0,0,0,0,13,30.6,354,9,1.84
12/1/2020,1,16.9,7.4,11.9,14,4.5,9.2,0,0,0,0,13.2,33.1,104,16.25,2.77
12/2/2020,0,21.6,11.1,15.4,19.9,7.5,13,0,0,0,0,11.3,26.6,17,16.61,3.4
12/3/2020,0,12.3,4.7,8.9,8.5,0.9,5.1,0,0,0,0,12.2,29.2,3,15.5,2.71
12/4/2020,0,12.8,5.9,9,9.1,2.2,5.5,0,0,0,0,11,26.3,55,15.38,2.58
12/5/2020,1,13.8,6.2,9.8,10.7,3.6,7,0,0,0,0,8.1,22,13,11.27,1.92
12/6/2020,1,20.2,9.1,13.9,15.7,6.1,10.7,0,0,0,0,18.1,44.6,313,14.25,3.04
12/7/2020,1,19.8,8.7,13.9,17.5,5.5,11.1,0,0,0,0,9.9,21.6,151,16.39,3.18
12/8/2020,1,20.4,7.8,14.9,17.6,4.8,12.5,0,0,0,0,6.8,16.9,215,14.61,2.71
12/9/2020,1,23.1,9.9,17.1,21.3,7.6,15.3,0,0,0,0,8.8,22.3,136,16.01,3.1
12/10/2020,1,25,14.3,19.2,23.9,13,18.1,0,0,0,0,11.3,27.7,125,14.95,3.11
12/11/2020,2,29.1,16.2,22,28.2,15,21.4,0,0,0,0,13,32.4,271,13.01,3.2
12/12/2020,2,24.3,17.3,20.4,23.4,17.4,20.6,0,0,0,0,15.5,37.4,98,13.91,2.78
12/13/2020,1,29.4,13.7,20.4,26.3,9.8,18.9,0,0,0,0,17.9,47.9,350,15.21,4.04
12/14/2020,1,15.1,7.9,10.9,11.1,4.3,7.3,0,0,0,0,14.5,33.8,58,14.58,2.9
12/15/2020,0,23.7,9,15.2,21.5,6,12.8,0,0,0,0,11.6,26.6,57,16.21,3.23
12/16/2020,0,16.8,9,12.6,13.4,6.1,9.3,0,0,0,0,9.5,24.1,65,16.21,3.07
12/17/2020,0,16.6,8.5,12,12.9,5.4,8.7,0,0,0,0,17.2,40,102,16.04,3
12/18/2020,1,21.1,8.6,14.7,20,5.9,13.6,0,0,0,0,9.5,24.5,82,15.68,2.62
12/19/2020,0,26,12.5,19,22.8,10.7,17.1,0,0,0,0,16.9,39.6,339,15.85,3.64
12/20/2020,1,22.4,10.4,17,20.6,8.6,15.1,0,0,0,0,8.9,18.4,104,15.17,2.98
12/21/2020,1,21.2,13.4,16.7,19.8,11.6,15.1,0,0,0,0,13.8,33.5,96,14.78,2.77
12/22/2020,2,22.2,12.9,17.1,21.8,12.6,17,0,0,0,0,10.3,26.3,94,14.58,2.52
12/23/2020,1,29.9,11.6,20.7,26.9,10.1,19.2,0,0,0,0,12.4,25.2,348,15.81,3.58
12/24/2020,3,18.7,8.2,12.2,17.6,2.6,7.7,0,0,0,0,25.3,62.6,338,15.95,3.71
12/25/2020,0,16.3,5.8,10.7,12.3,2.1,6.8,0,0,0,0,11.2,27.7,105,16.15,3.14
12/26/2020,0,19.4,8,13.2,16.5,4.5,10.1,0,0,0,0,8.7,22.3,99,16.27,3.08
12/27/2020,0,25.3,9,17.1,23.4,6.1,15,0,0,0,0,9.4,20.2,148,16.48,3.31
12/28/2020,1,24.2,13.2,17.8,22.8,11.5,16.4,0,0,0,0,14.3,33.8,115,16.06,3.26
12/29/2020,51,23.8,13,17.3,22.5,11.4,16.2,0.1,0.1,0,1,13.3,32,111,14.5,2.95
12/30/2020,3,24.4,12.6,18.4,23.3,11.3,17,0,0,0,0,14.2,30.6,43,16.24,3.44
12/31/2020,61,17.6,8.9,12.9,11.6,5.1,9.1,6.6,6.6,0,7,26.8,63,307,15.41,3.3
1/1/2021,1,13,6.4,9.8,10.4,3.8,7,0,0,0,0,14.3,34.2,84,15.77,2.25
1/2/2021,0,16.7,6.7,11.1,14.6,3.4,8.6,0,0,0,0,9.4,20.2,25,16.56,2.7
1/3/2021,1,21.2,9.4,14.6,19.9,6.7,12.7,0,0,0,0,8.7,19.1,150,16.12,2.87
1/4/2021,0,25.3,6.5,16.5,23.3,3.6,14.4,0,0,0,0,8.4,18.4,238,17,3.29
1/5/2021,1,22.2,11.4,17.3,20.9,9.5,15.9,0,0,0,0,13.1,32,117,16.5,3.12
1/6/2021,2,26.1,12.1,18.3,22.5,9.8,16,0,0,0,0,12,29.9,339,12.33,3.27
1/7/2021,1,20.2,9.5,14.8,17.8,7,12.1,0,0,0,0,9.8,24.1,105,16.59,3.28
1/8/2021,1,18.1,10.3,13.7,15.3,7.5,10.7,0,0,0,0,13.7,32.8,94,17.23,3.21
1/9/2021,53,11.2,8.1,9.6,9.6,6.4,8.2,5.7,5.7,0,22,10.9,29.2,85,5.38,0.77
1/10/2021,51,16.4,6.6,11.1,14.1,3.6,9.1,2.5,2.5,0,10,16.3,36.7,359,14.16,2.22
1/11/2021,51,7.8,4.1,5.7,4.4,0.6,2.4,0.4,0.4,0,2,10.9,23,16,7.23,1.18
1/12/2021,2,10,2.4,6.2,7.3,-0.4,3.3,0,0,0,0,8.1,23,53,15.24,1.94
1/13/2021,1,18.8,4.7,11.4,17.5,1.7,9.2,0,0,0,0,9.2,19.1,191,17.23,2.84
1/14/2021,1,26.9,3.9,15.8,22.8,0.9,12.8,0,0,0,0,16.3,40.7,295,18.1,4.06
1/15/2021,1,16.8,10,13.3,14.2,6.8,10.2,0,0,0,0,10.5,27.4,65,17.73,3.27
1/16/2021,1,19.3,8.6,13.5,16.5,5.7,10.6,0,0,0,0,11.2,28.8,115,17.85,3.29
1/17/2021,1,21.9,9.7,15.5,19.8,6.5,13,0,0,0,0,10.3,22,38,17.71,3.56
1/18/2021,0,24.5,10.4,17.3,23,7.9,15.7,0,0,0,0,11.2,28.8,139,17.91,3.56
1/19/2021,3,23.5,12.6,18.1,23.3,11.5,17.6,0,0,0,0,10.5,24.8,40,15.38,2.92
1/20/2021,53,16.8,14,15.3,17.7,14.2,15.7,3.9,3.9,0,12,7.5,19.1,39,6.24,1.1
1/21/2021,51,22.4,13.8,17.6,23.1,13.8,18.3,0.1,0.1,0,1,9.1,21.2,74,13.59,2.41
1/22/2021,0,24.8,16.5,19.8,26.1,16.4,20.4,0,0,0,0,10,23,98,17.09,3.19
1/23/2021,2,23.4,15.8,19.2,24.3,16,20,0,0,0,0,11.6,29.5,88,15.02,2.67
1/24/2021,3,27,16.9,21.1,28.1,17.7,22.3,0,0,0,0,11.7,28.1,121,15.89,3.22
1/25/2021,1,30.7,13.5,21.9,29.2,11.3,20.8,0,0,0,0,15.2,34.6,50,17.54,4.28
1/26/2021,1,24.3,15.9,19.5,24.8,14.7,19.3,0,0,0,0,9,26.3,100,17.04,3.36
1/27/2021,1,19.8,11.3,15.9,20.7,8,13,0,0,0,0,14.7,37.1,6,16.46,3.65
1/28/2021,1,16.3,8.7,12.6,12.8,4.9,9.2,0,0,0,0,17.1,40.3,92,17.32,3.33
1/29/2021,2,21.4,8.9,14.7,20.2,7.1,13.6,0,0,0,0,14.2,34.2,94,17.31,2.96
1/30/2021,2,30.4,13.2,21.2,31.2,12.4,21.3,0,0,0,0,9.2,22,117,17.97,3.65
1/31/2021,1,24.5,15.5,20.3,22.6,14.7,18.6,0,0,0,0,12.3,28.1,44,18.5,4.11
2/1/2021,0,18.9,11.6,15,15.7,8.1,11.7,0,0,0,0,13.8,33.5,92,18.66,3.99
2/2/2021,1,20.7,9.9,14.8,18.6,7,12.3,0,0,0,0,12.5,31.7,92,18.53,3.63
2/3/2021,1,25.6,13.5,19,25,12.1,17.9,0,0,0,0,11.6,26.3,114,19.23,3.9
2/4/2021,0,34.5,15.2,24.1,31.2,13,22.1,0,0,0,0,15.3,37.1,309,19.49,5.11
2/5/2021,0,27,15.3,21,25.8,14,19.3,0,0,0,0,11.5,29.5,18,19.26,4.4
2/6/2021,1,28.2,13,19.6,25.3,11.5,17.5,0,0,0,0,15.5,37.4,36,19.09,4.54
2/7/2021,1,22.8,13.5,18.1,20.6,11.1,15.9,0,0,0,0,16.1,40,109,17.85,3.86
2/8/2021,1,28,14.1,20.3,27.3,13.4,19.8,0,0,0,0,11.2,24.8,70,18.04,3.81
2/9/2021,0,27.3,16.4,21.5,26.7,15.7,21.1,0,0,0,0,14.8,37.1,113,19.49,4.24
2/10/2021,51,25.9,16.7,20.2,27.6,17.1,21.1,1.2,1.2,0,6,10.1,26.3,91,17.46,3.37
2/11/2021,61,20.4,9.8,16,21.2,8,16.2,8.6,8.6,0,18,14.8,37.8,22,8.63,1.51
2/12/2021,53,9.7,7.1,8.6,7.7,5.1,6.7,1.3,1.3,0,4,9.2,24.1,31,7.01,1.01
2/13/2021,61,7.1,3.8,5.4,4.9,1,2.9,3,3,0,5,9.7,24.8,64,8.34,1
2/14/2021,71,8.9,1.5,4.6,6.1,-3,1.4,0.3,0.2,0.07,2,15.5,33.8,60,16.08,1.82
2/15/2021,71,6.2,-2.4,1.2,2.5,-7.2,-3.1,0.2,0.1,0.07,1,16.9,37.8,25,18.78,2.16
2/16/2021,1,10.6,-2,4.1,6.8,-5.9,0.5,0,0,0,0,16.8,40,95,21,2.43
2/17/2021,51,17.4,4.8,10.4,16,1.8,8.3,0.2,0.2,0,1,11.6,23.4,48,20.38,3.16
2/18/2021,51,8.4,4.3,5.8,5.4,1,2.9,0.2,0.2,0,1,13.7,29.5,38,8.6,1.2
2/19/2021,1,11.3,0.4,5.4,9,-2.8,2.5,0,0,0,0,13.2,31,77,21.84,2.7
2/20/2021,0,17.7,4.2,10.2,15.9,0.6,7.8,0,0,0,0,14,33.5,97,21.79,3.37
2/21/2021,1,24.9,9,16.4,25.8,7,15.6,0,0,0,0,10.1,24.1,72,21.27,3.95
2/22/2021,3,21.5,9.3,16.1,20.7,8.1,15.4,0,0,0,0,11.6,29.9,132,15.55,2.87
2/23/2021,2,24,12.9,18,24.6,12.8,18.2,0,0,0,0,12.8,31.7,103,20.26,3.65
2/24/2021,1,30.1,14,22.4,31.3,12.9,22.7,0,0,0,0,10.4,22.7,112,20.04,4.33
2/25/2021,1,28.3,18.2,22.7,29.2,18.3,23.6,0,0,0,0,10,27,99,19.7,4.07
2/26/2021,2,26.1,16.6,21.1,27.5,15.5,21.4,0,0,0,0,11.7,25.9,66,17.23,3.66
2/27/2021,3,27.5,17.6,21.8,29.9,18.1,23.1,0,0,0,0,9.8,27.7,93,19.41,3.89
2/28/2021,2,30,18.7,23.8,31.7,19.7,25.1,0,0,0,0,10.5,27.4,116,20.05,4.26
3/1/2021,51,26.9,12.7,19.4,27,11,19,1.6,1.6,0,8,23.1,52.6,347,14.93,3.18
3/2/2021,51,17,10.1,12.8,13.8,6.8,10,0.6,0.6,0,3,11.8,27,7,16.46,3.17
3/3/2021,1,21.9,10.7,15.6,20.5,7.9,13.6,0,0,0,0,11.6,30.6,94,21.6,4.14
3/4/2021,1,26.3,13.3,19.5,26.6,12.6,19.3,0,0,0,0,13.4,33.5,107,22.52,4.44
3/5/2021,1,26.4,17.3,21.8,24.4,15.5,20.2,0,0,0,0,16.9,41,350,22.63,5.25
3/6/2021,0,21.6,11.5,16.8,20,8.4,14.1,0,0,0,0,14,32,34,23.3,4.82
3/7/2021,3,16.5,10.3,13.4,14.9,8.8,11.8,0,0,0,0,14.8,37.4,98,10.55,1.89
3/8/2021,51,21.1,12.5,16.2,19.8,12.2,15.5,1.5,1.5,0,7,17,42.5,107,13.86,2.57
3/9/2021,51,25.2,13.3,18.7,25,12.9,18.6,0.4,0.4,0,3,17.6,41.4,110,21.37,4.02
3/10/2021,2,29.1,15.2,21.2,29.3,15.4,21.2,0,0,0,0,13.7,33.8,117,22.09,4.84
3/11/2021,1,28.3,15.9,21.7,29.8,16,22.1,0,0,0,0,12.4,30.2,106,22.56,4.75
3/12/2021,51,28.3,16.8,22.3,30.5,16.8,23.3,0.3,0.3,0,2,11,31,106,21.66,4.52
3/13/2021,51,29.6,18,23.1,31,19.6,24.3,0.2,0.2,0,2,14.5,36,110,21.21,4.69
3/14/2021,1,25.4,16.6,21.1,24.3,15,19.8,0,0,0,0,16.2,34.9,56,23.91,5.17
3/15/2021,1,28,15.4,21.1,28.5,13.5,20.1,0,0,0,0,11.7,27.4,88,25.04,5.43
3/16/2021,1,31.1,17.9,23.7,32.3,18.3,24.5,0,0,0,0,11.5,28.4,110,23.83,5.2
3/17/2021,0,31.3,17.1,24,28.1,13.1,21.2,0,0,0,0,18.2,43.2,343,25.97,6.82
3/18/2021,0,23.1,14.7,18.9,20.8,11.4,15.8,0,0,0,0,14.8,37.1,94,25.35,5.69
3/19/2021,0,21.7,13.7,17.5,19.5,11,14.9,0,0,0,0,16.5,41,92,24.97,5
3/20/2021,0,22.5,10.9,16.5,20.7,9,14.4,0,0,0,0,17.1,42.5,98,24.68,4.77
3/21/2021,2,25.2,12.1,18.1,24.7,10.7,17.1,0,0,0,0,15.9,39.2,106,24.41,4.78
3/22/2021,1,30.2,14.5,21.8,30.2,13.9,21.8,0,0,0,0,17,41.4,109,23.97,5.18
3/23/2021,1,27.6,16.2,22.6,28,13.2,21.8,0,0,0,0,11.7,30.6,88,25.07,5.57
3/24/2021,1,33.2,16.3,24.8,30.8,15,23,0,0,0,0,12.7,31.3,163,26.06,6.38
3/25/2021,1,27.1,15.4,21.6,25.6,10.6,18.6,0,0,0,0,16.3,42.1,7,26.13,6.52
3/26/2021,1,29.6,16.1,22.6,29.1,13.5,21,0,0,0,0,13,35.3,113,26.14,6.15
3/27/2021,1,34.5,17,26.2,34,15.9,25.6,0,0,0,0,11.5,28.8,102,26.18,6.08
3/28/2021,61,25.2,13.7,17.7,24.8,13.7,16.9,11.7,11.7,0,16,18.7,47.2,324,6.22,1.73
3/29/2021,51,21.3,13.3,16.8,20.8,12.7,16.2,0.2,0.2,0,1,14.9,36.7,99,23.29,4.07
3/30/2021,3,29.1,15.3,21.9,31.8,14.9,23.4,0,0,0,0,11.7,28.4,99,25.7,5.06
3/31/2021,53,29.7,16.9,22.6,31.7,17.8,23.7,4.2,4.2,0,10,17.4,40.7,6,20.64,4.41
4/1/2021,53,16.6,10.3,13,17.4,8.6,11.7,5.8,5.8,0,11,13.8,29.9,67,6.87,1.31
4/2/2021,2,19.1,9,14,17.9,7.7,12.6,0,0,0,0,21,48.2,107,23.41,3.52
4/3/2021,51,21.8,12.6,16.5,20.5,12,15.9,0.5,0.5,0,4,18.7,44.6,99,18.08,3.09
4/4/2021,53,23.5,14.2,18,22.8,14.5,17.6,2.8,2.8,0,11,18.3,43.2,105,16.84,3.27
4/5/2021,2,25.4,14.2,19.2,26.9,14.1,19.6,0,0,0,0,12.8,32.4,104,24.25,4.45
4/6/2021,1,30.4,16.6,23.1,32.3,16.8,24.1,0,0,0,0,13.6,31.7,127,26.06,5.54
4/7/2021,0,34.4,17.1,26.7,33.3,16.9,26.1,0,0,0,0,18.3,42.8,355,27.2,6.88
4/8/2021,1,33.3,21.2,27,35.2,21.1,27.6,0,0,0,0,9.9,28.1,140,26.32,6
4/9/2021,0,38.6,17,29.2,35.2,16,27.5,0,0,0,0,19.7,46.4,278,27.82,7.67
4/10/2021,0,31.9,17.8,26.2,32.1,15.5,24.7,0,0,0,0,15,34.6,44,27.32,6.91
4/11/2021,51,30.2,18.7,23.8,32.8,19.9,25.5,0.5,0.5,0,3,10.3,27.4,105,23.62,5.05
4/12/2021,3,31,19.9,25.2,33.7,21.5,27.1,0,0,0,0,11.9,31.3,121,25.32,5.57
4/13/2021,51,28.3,20.3,24.2,30.8,22.8,26.5,0.7,0.7,0,4,11.3,28.1,94,18.4,3.93
4/14/2021,51,30.3,20.9,25.4,34.3,23.2,28.2,0.3,0.3,0,3,9.2,26.6,99,22.77,4.79
4/15/2021,2,31.9,21.7,26.7,36.4,24.6,29.6,0,0,0,0,12.6,31.3,102,24.7,5.53
4/16/2021,2,34.3,20.9,27.4,37.8,23.9,30.4,0,0,0,0,16.5,38.2,101,26.46,6.03
4/17/2021,63,25.3,14.3,17.4,28,13.8,17.8,23,23,0,13,14.9,35.6,30,6.16,1.25
4/18/2021,51,17,12.7,14.3,15.6,11.5,13.1,0.1,0.1,0,1,9.7,22.3,63,14.78,2.56
4/19/2021,1,19.7,11.4,15.4,19.9,9.9,14.5,0,0,0,0,12.4,30.6,90,25.8,4.24
4/20/2021,0,25,14.4,19.2,26.9,13.6,19.7,0,0,0,0,11.5,30.6,111,27.66,5.13
4/21/2021,51,22.9,15.2,18.8,21.3,14.8,17.9,0.4,0.4,0,2,22.6,57.2,100,17.67,3.57
4/22/2021,53,25.9,15.6,20.2,28,14.8,21.2,3,3,0,10,17.7,43.2,100,22.83,4.32
4/23/2021,3,31,18.6,23.8,33.9,20.5,26,0,0,0,0,14.8,36.7,109,26.73,5.62
4/24/2021,53,30.3,18.3,25.3,30.8,18.5,25.1,2.1,2.1,0,3,10.5,27.4,278,26.91,6.3
4/25/2021,1,30.5,19.1,24.6,30.8,18.3,23.9,0,0,0,0,20.5,48.6,110,28.24,6.85
4/26/2021,3,31.4,20,25.2,34.6,20.6,27.2,0,0,0,0,12,32.8,124,22,4.97
4/27/2021,51,32.1,22.5,26.4,35.8,25.2,29.2,0.2,0.2,0,1,12.6,30.2,103,19.44,4.45
4/28/2021,51,34.4,22.3,27.8,37.9,24.5,31.1,1,1,0,3,13.1,32.4,107,27.53,6.12
4/29/2021,51,28.1,21.3,25.1,29.4,21.5,25.5,0.2,0.2,0,1,16.6,46.1,358,25.25,5.79
4/30/2021,63,22.6,18.8,20.3,23.4,18.6,21,13.1,13.1,0,13,13.3,26.3,348,7,1.87
5/1/2021,51,27.2,17.6,21.8,28.5,19.2,22.8,1.4,1.4,0,7,14.5,36,300,19.9,4.12
5/2/2021,0,34.9,16.9,25.9,35.1,16.7,26.5,0,0,0,0,11.6,26.6,217,29.19,6.64
5/3/2021,0,36.4,18.5,28,37.1,18.1,28.4,0,0,0,0,13.4,37.1,265,29.28,6.91
5/4/2021,51,27.5,19.4,24.7,28.3,18.4,24.7,0.4,0.4,0,1,23.7,57.6,328,21.04,5.1
5/5/2021,51,28.6,20.8,24.2,30.3,23.1,25.9,0.7,0.7,0,5,12.9,33.1,100,21.27,4.66
5/6/2021,51,28.8,19.3,23.5,29.8,21.3,25.2,1.2,1.2,0,6,15.6,37.4,104,20.23,4.44
5/7/2021,53,29.4,19.1,23.7,30.4,21.2,24.7,0.7,0.7,0,1,18.8,46.1,115,24.3,5.55
5/8/2021,2,33.4,19.2,26.1,35.3,19.8,27.7,0,0,0,0,12.9,36,129,26.19,6.13
5/9/2021,0,38.5,23,30.6,39.5,24.6,31.4,0,0,0,0,10.5,29.5,183,28.48,7.05
5/10/2021,51,34.4,24.4,29.8,36.8,25.6,31.5,0.5,0.5,0,2,12.8,27.4,136,23.09,6.05
5/11/2021,51,31.7,22.9,27.6,35.6,26.4,30.6,0.1,0.1,0,1,14.5,27.7,115,21.27,4.99
5/12/2021,55,26.4,19.4,22.6,28.8,21.2,24.9,9.5,9.5,0,18,11.7,31,35,9.1,1.99
5/13/2021,55,21.7,18.3,19.9,22.7,20.4,21.3,7.5,7.5,0,16,14.1,35.3,91,11.16,2.17
5/14/2021,51,23.9,17.5,20.6,24.8,19.2,21.8,1.7,1.7,0,10,16.9,39.2,113,13.76,2.76
5/15/2021,51,27.6,17.9,22.6,30.9,19.9,24.6,0.1,0.1,0,1,16,33.1,113,21.03,4.26
5/16/2021,51,30.8,20.3,25.2,35.6,22.7,28.4,0.3,0.3,0,3,15.4,32.8,124,25.01,5.34
5/17/2021,51,33.2,21.1,26.9,37.5,23.3,29.8,0.2,0.2,0,1,16.4,31.7,134,27.03,6.07
5/18/2021,2,32.6,20.4,26.4,36.2,21.9,28.7,0,0,0,0,14.8,37.4,121,28.07,6.21
5/19/2021,63,25.6,18.9,22.4,29.6,20.9,24.8,14.6,14.6,0,9,13.9,39.2,104,18.69,3.64
5/20/2021,0,29.6,18.5,23.5,32.4,19.2,25.1,0,0,0,0,14.7,35.3,125,29.22,6
5/21/2021,1,29.5,19.4,24.3,32.4,20.7,26.3,0,0,0,0,13,32.4,116,27.47,5.73
5/22/2021,3,28.7,19.8,24.1,32.1,21.9,26.3,0,0,0,0,14.7,38.5,106,24.53,5.18
5/23/2021,51,28.5,19.4,23.9,31.3,22.1,26.2,0.2,0.2,0,2,14.5,39.2,108,21.36,4.61
5/24/2021,3,30.1,20.6,24.9,32.9,23.5,27.4,0,0,0,0,14.1,38.5,113,21.33,4.76
5/25/2021,55,32.7,21.1,26.2,35.3,23.6,29,1.3,1.3,0,2,14,34.2,109,24.93,5.67
5/26/2021,2,32.4,21.7,26.5,35.2,24.5,29.1,0,0,0,0,16.3,38.9,108,25.9,5.95
5/27/2021,2,34.3,21.3,27.5,37.2,23.8,30.3,0,0,0,0,15,36,108,27.59,6.42
5/28/2021,2,34.2,22.3,28.1,37.3,25.2,30.9,0,0,0,0,17.9,42.1,101,26.59,6.47
5/29/2021,51,31.6,22.1,26.9,35.5,25.7,30,0.6,0.6,0,3,14.1,36.4,99,23.52,5.42
